trial,time,id,Date,fix_time,response,side_1_stim,side_2_stim,latency,Block,Mu,SD,head,outcome,task,gamble_trial,loss,est_mu,est_low,est_high,conf_mu,conf_range,current_task,use_imagery,sure_option
trial_learning: 12,090729,1004,2023-05-03,NA,6666,0,3,1501.5,training,-10,['HL'],False,NA,comb,no,-12.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 13,090736,1004,2023-05-03,NA,6666,2,4,684.0,training,-10,['LH'],True,NA,comb,no,-8.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 14,090741,1004,2023-05-03,NA,6666,2,4,826.4,training,-10,['LH'],False,NA,comb,no,-10.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 15,090747,1004,2023-05-03,NA,6666,0,3,1596.6,training,-10,['HL'],False,NA,comb,no,-17.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 16,090754,1004,2023-05-03,NA,6666,2,4,2149.0,training,-10,['LH'],False,NA,comb,no,-11.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 17,090801,1004,2023-05-03,NA,6666,0,3,799.2,training,-10,['HL'],False,NA,comb,no,-10.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 18,090807,1004,2023-05-03,NA,6666,2,4,665.0,training,-10,['LH'],True,NA,comb,no,-10.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 19,090812,1004,2023-05-03,NA,6666,0,3,1440.1999999999998,training,-10,['HL'],False,NA,comb,no,-17.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 20,090819,1004,2023-05-03,NA,6666,2,4,8749.9,training,-10,['LH'],False,NA,comb,no,-16.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 21,090832,1004,2023-05-03,NA,6666,0,3,386.90000000000003,training,-10,['HL'],True,NA,comb,no,-9.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 22,090838,1004,2023-05-03,NA,6666,0,3,387.29999999999995,training,-10,['HL'],True,NA,comb,no,-3.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 23,090843,1004,2023-05-03,NA,6666,2,4,380.09999999999997,training,-10,['LH'],False,NA,comb,no,-12.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 24,090848,1004,2023-05-03,NA,6666,2,4,1721.8,training,-10,['LH'],True,NA,comb,no,-8.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 25,090855,1004,2023-05-03,NA,6666,0,3,67.4,training,-10,['HL'],False,NA,comb,no,-11.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 26,090900,1004,2023-05-03,NA,6666,0,3,45.199999999999996,training,-10,['HL'],False,NA,comb,no,-10.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 27,090905,1004,2023-05-03,NA,6666,2,4,182.2,training,-10,['LH'],True,NA,comb,no,-10.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 28,090910,1004,2023-05-03,NA,6666,0,3,0.5,training,-10,['HL'],True,NA,comb,no,-4.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 29,090915,1004,2023-05-03,NA,6666,0,3,841.1999999999999,training,-10,['HL'],True,NA,comb,no,-10.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 30,090921,1004,2023-05-03,NA,6666,0,3,166.1,training,-10,['HL'],True,NA,comb,no,-10.0,NA,NA,NA,NA,NA,view,NA,NA
